ABN,ABN Status,DGR Status Date,State,PostCode,Entity Name,Item,ItemType
84001738370,Active,2000-07-01,NSW,2134,ST JOHN AMBULANCE AUSTRALIA (N.S.W.),Item 1,Endorsed DGR
97719875319,Active,2013-09-06,NSW,2134,The Trustee for Animal Guardians Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
65029363411,Active,2000-07-01,NSW,2134,The Trustee for THE AUSTRALIAN NURSING HOME FOUNDATION,Item 1,Endorsed DGR
49605775139,Active,2015-06-12,NSW,2135,AL-KHAIR FOUNDATION AUSTRALIA LIMITED,Item 1,Endorsed DGR
24050763707,Active,2018-01-24,NSW,2135,AUSTRALIAN GERMAN WELFARE SOCIETY INC,Item 1,Endorsed DGR
22159639184,Active,2012-08-01,NSW,2135,CATHERINE SULLIVAN CENTRE,Item 1,Endorsed DGR
32033799114,Active,2000-07-01,NSW,2135,THE STRATHFIELD SOUTH PUBLIC SCHOOL BUILDING FUND,Item 1,Endorsed DGR
74423434391,Active,2005-09-26,NSW,2135,The trustee for AGWS Relief Fund,Item 1,Endorsed DGR
58782687113,Active,2009-03-04,NSW,2135,The Trustee for MERIDEN INDIGENOUS BURSARY,Item 1,Endorsed DGR
60239778956,Active,2009-10-01,NSW,2135,The trustee for Phillips Family Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
73129207033,Active,2014-06-16,NSW,2135,The Trustee for Santa Sabina College Public Ancillary Fund,Item 2,Endorsed DGR - Public Ancillary Fund
62440303322,Active,2000-07-01,NSW,2135,The trustee for Strathfield girls high school ancillary trust fund,Item 2,Endorsed DGR - Public Ancillary Fund
72145980956,Active,2000-07-01,NSW,2135,The trustee for Strathfield Girls High School Building Trust Fund,Item 1,Endorsed DGR
19805807124,Active,2001-09-07,NSW,2135,The Trustee for THE STRATHFIELD PARISH SCHOOL BUILDING & CATHOLIC CHARITIES TRUST,Item 2,Endorsed DGR - Public Ancillary Fund
47142064532,Active,2005-07-01,NSW,2135,THE TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE DIOCESE OF THE ST MARON SYDNEY,Item 1,Endorsed DGR
13133224941,Active,2008-09-24,NSW,2135,Tristan Jepson Memorial Foundation,Item 1,Endorsed DGR
72603281242,Active,2000-07-01,NSW,2136,ASSOCIATION OF BLIND CITIZENS OF NSW INC,Item 1,Endorsed DGR
38089202817,Cancelled,2000-07-01,NSW,2136,INNER WEST ABORIGINAL COMMUNITY COMPANY LIMITED,Item 1,Endorsed DGR
49112732885,Active,2015-04-16,NSW,2136,Prosper (Project Australia) Incorporated,Item 1,Endorsed DGR
84156512431,Active,2000-07-01,NSW,2136,RETINA AUSTRALIA (NSW) INC,Item 1,Endorsed DGR
32146235527,Active,2013-08-30,NSW,2136,St. Merkorious Charity Association Inc.,Item 1,Endorsed DGR
50606554100,Active,2011-07-03,NSW,2136,The David Barbera Foundation,Item 1,Endorsed DGR
68102500522,Active,2005-12-01,NSW,2136,The Trustee for Enfield Anglican Parish Scripture in Government Schools Foundation,Item 1,Endorsed DGR
19614675231,Active,2016-09-13,NSW,2136,VANNI HOPE LTD,Item 1,Endorsed DGR
87124027011,Active,2000-07-01,NSW,2137,BETTER HEARING AUSTRALIA (SYDNEY) INC,Item 1,Endorsed DGR
44040479199,Active,2007-02-07,NSW,2137,CANCARE CENTRE INCORPORATED,Item 1,Endorsed DGR
34164133895,Active,2013-06-05,NSW,2137,CARACARE,Item 1,Endorsed DGR
63076189912,Active,2000-07-01,NSW,2137,CHARCOT-MARIE-TOOTH ASSOCIATION OF AUSTRALIA INCORPORATED,Item 1,Endorsed DGR
34442162330,Active,2000-07-01,NSW,2137,CONCORD COMMUNITY FOOD SERVICES INC,Item 1,Endorsed DGR
37469007007,Active,2000-07-01,NSW,2137,DEAF BLIND ASSOCIATION (NSW),Item 1,Endorsed DGR
87608169222,Active,2016-07-27,NSW,2137,ESSENTIAL NEED PROJECTS LIMITED,Item 1,Endorsed DGR
50615967827,Active,2016-11-17,NSW,2137,HOUSE TO GROW LTD,Item 1,Endorsed DGR
43081954592,Active,2000-07-01,NSW,2137,KOKODA TRACK MEMORIAL WALKWAY LIMITED,Items 1 & 4,Endorsed DGR
21003773644,Active,2015-06-04,NSW,2137,MAZON AUSTRALIA,Item 1,Endorsed DGR
95233154485,Active,2001-03-19,NSW,2137,SIR RODEN AND LADY CUTLER FOUNDATION INCORPORATED,Item 1,Endorsed DGR
27508090871,Active,2000-07-01,NSW,2137,SPELD NSW INC,Item 1,Endorsed DGR
80910110919,Active,2000-07-17,NSW,2137,ST MARY'S VILLA,Item 1,Endorsed DGR
86526037177,Active,2000-07-01,NSW,2137,THE FOLLOW THROUGH FOUNDATION,Item 1,Endorsed DGR
48166428375,Active,2011-01-11,NSW,2137,The trustee for Colin Bruce Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
73699559602,Active,2004-03-01,NSW,2137,The Trustee for The Arnott's Foundation,Item 2,Endorsed DGR - Public Ancillary Fund
84619215254,Active,2015-10-16,NSW,2137,The Trustee for The Collins Family Charity Trust,Item 2,Endorsed DGR - Private Ancillary Fund
88608997511,Active,2016-01-15,NSW,2137,WIPING TEARS CHARITABLE FOUNDATION LIMITED,Item 1,Endorsed DGR
13737853254,Active,2000-07-01,NSW,2138,AGED & COMMUNITY SERVICES NSW & ACT,Item 1,Endorsed DGR
48066780005,Active,2000-07-01,NSW,2138,ANZAC HEALTH AND MEDICAL RESEARCH FOUNDATION,Item 1,Endorsed DGR
41041851866,Active,2000-07-01,NSW,2138,CHURCHES OF CHRIST COMMUNITY CARE,Item 1,Endorsed DGR
37618962717,Active,2018-02-19,NSW,2138,GREEN SOUTHERN CROSS COMMUNITY LIMITED,Item 1,Endorsed DGR
84075041324,Active,2004-07-01,NSW,2138,RFBI CONCORD COMMUNITY VILLAGE LIMITED,Item 1,Endorsed DGR
17724241788,Active,2000-07-01,NSW,2138,ST MARKORIOUS COPTIC SCHOOL BUILDING FUND (RHODES),Item 1,Endorsed DGR
28196475419,Active,2000-07-01,NSW,2138,SYDNEY INDO-CHINESE REFUGEE YOUTH SUPPORT GROUP INC,Item 1,Endorsed DGR
79121168867,Active,2006-08-15,NSW,2138,THE ASBESTOS DISEASES RESEARCH FOUNDATION,Item 1,Endorsed DGR
99411356609,Active,2017-04-05,NSW,2138,THE AUSTRALASIAN COLLEGE OF DERMATOLOGISTS,Item 1,Listed by name DGR
73790982336,Active,2009-10-01,NSW,2138,The Trustee for FRASERS PROPERTY FOUNDATION,Item 2,Endorsed DGR - Private Ancillary Fund
24616481369,Active,2017-07-01,NSW,2138,WELFARE AID INTERNATIONAL INCORPORATED,Item 1,Endorsed DGR
90633667619,Active,2011-03-14,NSW,2140,AUSTRALIAN VIETNAMESE AGED CARE SERVICES INCORPORATED,Item 1,Endorsed DGR
53002522241,Active,2000-07-01,NSW,2140,CYSTIC FIBROSIS NEW SOUTH WALES,Item 1,Endorsed DGR
96873174743,Active,2013-02-28,NSW,2140,DIFFERENTLY ABLED PEOPLE ASSOCIATION INCORPORATED,Item 1,Endorsed DGR
15357214547,Active,2000-07-01,NSW,2140,FOUNDATION IN RELIGIOUS EDUCATION,Item 1,Endorsed DGR
40482139863,Active,2007-04-10,NSW,2140,Horn of Africa Relief and Development Agency of Australia,Item 1,Endorsed DGR
47638387615,Active,2000-07-01,NSW,2140,L'ARCHE SYDNEY INCORPORATED,Item 1,Endorsed DGR
94001341493,Active,2000-07-01,NSW,2140,RICHMONDPRA SERVICES LTD,Item 1,Endorsed DGR
38297524471,Active,2005-06-07,NSW,2140,St Sava Serbian Orthodox Church School Building Fund (Flemington),Item 1,Endorsed DGR
19268548568,Active,2012-01-01,NSW,2140,Strathfield Mens Shed Inc,Item 1,Endorsed DGR
13876151989,Active,2000-07-01,NSW,2140,TAMIL SENIOR CITIZENS' ASSOCIATION (NSW) INC,Item 1,Endorsed DGR
86340029981,Active,2006-01-01,NSW,2140,The Trustee for HARVEY NORMAN FOUNDATION,Item 2,Endorsed DGR - Public Ancillary Fund
91755802556,Active,2006-09-01,NSW,2140,The trustee for HWA TSANG PUBLIC SCHOOL BUDDHIST RELIGIOUS EDUCATION FOUNDATION,Item 1,Endorsed DGR
65497359438,Active,2015-04-24,NSW,2140,The Trustee for Karma Kagyu Foundation Trust,Item 1,Endorsed DGR
17110189115,Active,2017-01-23,NSW,2141,AUSTRALIAN ASSOCIATION OF CANCER CARE,Item 1,Endorsed DGR
16093464512,Active,2000-12-15,NSW,2141,MAKE A DIFFERENCE LTD,Item 1,Endorsed DGR
11774587436,Active,2000-07-01,NSW,2141,MUSCULAR DYSTROPHY ASSOCIATION OF NEW SOUTH WALES,Item 1,Endorsed DGR
25003129221,Active,2012-05-03,NSW,2141,NSW RURAL FIRE SERVICE,Item 1,Endorsed DGR
25756574465,Active,2000-07-01,NSW,2141,PRISONERS' AID ASSOCIATION OF NEW SOUTH WALES INC,Item 1,Endorsed DGR
18047364251,Active,2000-07-01,NSW,2141,The Trustee for AUSTRALIAN SHEVCHENKO TRUST,Item 2,Endorsed DGR - Public Ancillary Fund
25278745054,Active,2006-03-09,NSW,2141,The trustee for Coffee4Kids,Item 2,Endorsed DGR - Public Ancillary Fund
88311702546,Active,2012-05-03,NSW,2141,The Trustee for NSW Rural Fire Service & Brigades Donations Fund,Item 1,Endorsed DGR
61664834167,Active,2009-10-01,NSW,2141,The trustee for the AIRROAD FOUNDATION,Item 2,Endorsed DGR - Private Ancillary Fund
30316474331,Active,2013-08-12,NSW,2141,The Trustee for The Lyone Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
88002387699,Active,2000-07-01,NSW,2141,WOMEN'S LEGAL RESOURCES LTD,Item 1,Endorsed DGR
75611195754,Active,2016-03-08,NSW,2142,ANIA HOLDINGS LIMITED,Item 1,Endorsed DGR
29170956389,Active,2000-07-01,NSW,2142,ASBESTOS DISEASES FOUNDATION OF AUSTRALIA INCORPORATED,Item 1,Endorsed DGR
18740588419,Active,2000-07-01,NSW,2142,GRANVILLE MULTICULTURAL COMMUNITY CENTRE INCORPORATED,Item 1,Endorsed DGR
60737946674,Active,2000-07-01,NSW,2142,MULTICULTURAL DISABILITY ADVOCACY ASSOCIATION OF NSW INCORPORATED,Item 1,Endorsed DGR
83425257568,Active,2006-10-01,NSW,2142,Parramatta Young Christian Workers,Item 1,Endorsed DGR
97616861198,Active,2005-04-15,NSW,2142,PLAYGROUP NSW INC,Item 1,Listed by name DGR
62604793035,Active,2017-04-01,NSW,2142,TASTE CULTURAL FOOD TOURS INCORPORATED,Item 1,Endorsed DGR
48147235657,Active,2003-01-29,NSW,2142,The Trustee for Bochasanwasi Shri Akshar-Purushottam Swaminarayan Sanstha Cultural Trust,Item 1,Endorsed DGR
24501628418,Active,2000-07-01,NSW,2143,ANCORW CO-OPERATIVE LTD,Item 1,Endorsed DGR
45181289987,Active,2010-02-08,NSW,2143,AUSTRALIAN AFGHAN HASSANIAN YOUTH ASSOCIATION INCORPORATED,Item 1,Endorsed DGR
54082926523,Active,2003-04-06,NSW,2143,AUSTRALIAN COUNCIL OF WOMEN AFFAIRS,Item 1,Endorsed DGR
93688726325,Active,2016-12-01,NSW,2143,Covenant Community Care,Item 1,Endorsed DGR
81998207987,Active,2000-07-01,NSW,2143,LIDCOMBE HERITAGE GROUP INC,Item 1,Endorsed DGR
59461054649,Active,2011-08-08,NSW,2143,QUEEN OF THE MOST HOLY ROSARY ASSOCIATION INCORPORATED,Item 1,Endorsed DGR
31224807909,Active,2006-07-01,NSW,2143,THE TRUSTEE FOR HEARTBEAT COMMUNITY CARE TRUST,Item 1,Endorsed DGR
27300836699,Active,2012-01-01,NSW,2143,WHITE STONE INCORPORATED,Item 1,Endorsed DGR
57826171639,Active,2000-07-01,NSW,2144,ACQUIRED BRAIN INJURY SERVICES LIMITED,Item 1,Endorsed DGR
43504682209,Active,2012-02-01,NSW,2144,AUBURN DIVERSITY SERVICES INCORPORATED,Item 1,Endorsed DGR
94080606344,Active,2000-07-01,NSW,2144,AUBURN YOUTH CENTRE INC,Item 1,Endorsed DGR
60159966659,Active,2013-05-03,NSW,2144,AUSTRALIAN RELIEF ORGANISATION LIMITED,Item 1,Endorsed DGR
26219815792,Active,2000-07-01,NSW,2144,AUSTRALIAN SPEAK EASY ASSOCIATION INCNSW ACT BRANCH,Item 1,Endorsed DGR
77314074922,Active,2000-07-01,NSW,2144,BRAIN INJURY AUSTRALIA LIMITED,Item 1,Endorsed DGR
52167462213,Active,2015-10-16,NSW,2144,GALLIPOLI HEALTH SERVICES LIMITED,Item 1,Endorsed DGR
21184806878,Cancelled,2015-12-21,NSW,2144,Heart of Gold Africa Incorporated,Item 1,Endorsed DGR
82147006639,Active,2010-10-25,NSW,2144,Islamic Relief Australia,Item 1,Endorsed DGR
68319936792,Active,2001-07-01,NSW,2144,MEALS ON WHEELS AUBURN INCORPORATED,Item 1,Endorsed DGR
93311798807,Active,2016-09-06,NSW,2144,Psychosocial Training and Education Response to communities -Sierra Leone Inc,Item 1,Endorsed DGR
55768913767,Active,2005-07-01,NSW,2144,SRI DURGADEVI DEVASTHANAM-SYDNEY INC,Item 1,Endorsed DGR
70642086108,Active,2009-10-01,NSW,2144,THE MANILDRA FOUNDATION,Item 2,Endorsed DGR - Private Ancillary Fund
46881228877,Active,2014-02-17,NSW,2144,The Trustee for Gallipoli Welfare Society Fund,Item 2,Endorsed DGR - Public Ancillary Fund
83302632699,Active,2017-12-18,NSW,2144,WESTERN SYDNEY COMMUNITY CENTRE INCORPORATED,Item 1,Endorsed DGR
30540051012,Active,2000-07-01,NSW,2145,ARNOLD TINK HOUSE INCORPORATED,Item 1,Endorsed DGR
83094813948,Active,2000-11-16,NSW,2145,AUSTRALIAN GENIES WE GRANT WISHES INC,Item 1,Endorsed DGR
55271567017,Active,2006-07-01,NSW,2145,CAT DEFENCE NETWORK INCORPORATED,Item 1,Endorsed DGR
47002684737,Active,2000-07-01,NSW,2145,CHILDREN'S MEDICAL RESEARCH INSTITUTE,Item 1,Endorsed DGR
96963413317,Active,2009-09-14,NSW,2145,FOUNDATION SHED,Item 1,Endorsed DGR
54067812846,Active,2000-07-01,NSW,2145,INSTITUTE FOR IMMUNOLOGY AND ALLERGY RESEARCH,Item 1,Endorsed DGR
37097137529,Active,2000-07-01,NSW,2145,KARABI COMMUNITY & DEVELOPMENT SERVICES,Item 1,Endorsed DGR
29532079872,Active,2007-08-03,NSW,2145,KIDSAFE NEW SOUTH WALES INCORPORATED,Item 1,Listed by name DGR
47608690704,Active,2015-10-13,NSW,2145,MIND FOR LIFE LIMITED,Item 1,Endorsed DGR
33604563680,Active,2018-03-29,NSW,2145,PAEDIATRIO LIMITED,Item 1,Endorsed DGR
44913090262,Active,2000-07-01,NSW,2145,PARRAMATTA HOLROYD FAMILY SUPPORT INC,Item 1,Endorsed DGR
88930915433,Active,2011-01-01,NSW,2145,SAVE OUR STRAYS RESCUE (SOS) RESCUE,Item 1,Endorsed DGR
41001286639,Active,2000-07-01,NSW,2145,THE INSTITUTE OF CULTURAL AFFAIRS,Item 1,Endorsed DGR
54145482051,Active,2010-07-29,NSW,2145,THE WESTMEAD INSTITUTE FOR MEDICAL RESEARCH,Item 1,Endorsed DGR
89050329925,Active,2000-07-01,NSW,2145,WESTMEAD MEDICAL RESEARCH FOUNDATION,Item 1,Endorsed DGR
97675183413,Active,2017-11-16,NSW,2145,Winangay Resources Incorporated,Item 1,Endorsed DGR
43610573978,Active,2016-02-04,NSW,2145,WINGS4KIDZ LIMITED,Item 1,Endorsed DGR
30161954001,Active,2004-07-01,NSW,2146,BORONIA MULTICULTURAL SERVICES,Item 1,Endorsed DGR
58794510947,Active,2000-07-01,NSW,2146,BURNS SUPPORT FOUNDATION INC,Item 1,Endorsed DGR
45096458909,Active,2001-04-06,NSW,2146,CAMPION FOUNDATION LIMITED,Item 1,Endorsed DGR
41096681140,Active,2006-10-19,NSW,2146,CAMPION INSTITUTE LIMITED,Item 1,Endorsed DGR
79075082692,Active,2000-07-01,NSW,2146,CHINESE CATHOLIC COMMUNITY HOMES LIMITED,Item 1,Endorsed DGR
37368556757,Active,2000-07-01,NSW,2146,The Trustee for THE B.B. FUND,Item 1,Endorsed DGR
27159194867,Active,2007-01-01,NSW,2146,THE TRUSTEE FOR THE CAMPION COLLEGE FUND,Item 2,Endorsed DGR - Public Ancillary Fund
89545537147,Active,2008-07-01,NSW,2146,TOONGABBIE LEGAL CENTRE INCORPORATED,Item 1,Endorsed DGR
84001797511,Active,2000-07-01,NSW,2147,ACCESS INDUSTRIES FOR THE DISABLED LTD,Item 1,Endorsed DGR
50156612243,Active,2012-04-02,NSW,2147,BLESSED FOUNDATION LIMITED,Item 1,Endorsed DGR
92002764320,Active,2001-02-16,NSW,2147,BUSH SEARCH AND RESCUE NEW SOUTH WALES INCORPORATED,Item 1,Endorsed DGR
24532672662,Active,2000-07-01,NSW,2147,COMMUNITY CARE INCORPORATED,Item 1,Endorsed DGR
66647590915,Active,2000-07-01,NSW,2147,Easy-Go Connect Incorporated,Item 1,Endorsed DGR
23214312568,Active,2014-11-18,NSW,2147,Grace Community Care Australia Inc,Item 1,Endorsed DGR
95226842938,Active,2000-07-01,NSW,2147,JOSEPHITE COMMUNITY AID INCORPORATED,Item 1,Endorsed DGR
58128168383,Active,2008-04-15,NSW,2147,Prisoner & Aftercare Support Services Limited,Item 1,Endorsed DGR
54178028542,Active,2000-07-01,NSW,2147,R.O.S.E Charity Incorporated,Item 1,Endorsed DGR
19356489507,Active,2011-05-01,NSW,2147,Sports 4 all,Item 1,Endorsed DGR
55959277872,Active,2014-06-01,NSW,2147,The Trustee for Community Care Overseas Aid Fund,Item 2,Endorsed DGR - Public Ancillary Fund
54335386707,Active,2017-09-18,NSW,2148,ALICE'S SUPPORT SERVICES INCORPORATED,Item 1,Endorsed DGR
51138032014,Active,2017-07-01,NSW,2148,AUSTRALASIAN SLEEP ASSOCIATION,Item 1,Endorsed DGR
45620118952,Active,2018-02-23,NSW,2148,AUSTRALIAN RESOURCE CENTRE FOR P.T.S.D. LIMITED,Item 1,Endorsed DGR
72977638262,Active,2013-07-02,NSW,2148,BLACKTOWN MEALS ON WHEELS SERVICES INC.,Item 1,Endorsed DGR
98059698895,Active,2000-07-01,NSW,2148,BLACKTOWN WOMEN & GIRLS HEALTH CENTRE INC,Item 1,Endorsed DGR
30023616686,Active,2015-11-19,NSW,2148,BLACKTOWN YOUTH SERVICES ASSOCIATION INC,Item 1,Endorsed DGR
48492589925,Active,2010-11-29,NSW,2148,BREAKTHROUGH HOUSES INCORPORATED,Item 1,Endorsed DGR
48500981336,Active,2000-07-01,NSW,2148,BRIDGES INCORPORATED,Item 1,Endorsed DGR
80689291684,Active,2011-11-15,NSW,2148,CHURCH OF HOPE CARE (NSW) INCORPORATED,Item 1,Endorsed DGR
84161146381,Active,2014-09-09,NSW,2148,COMMUNITY ENRICHMENT AND DEVELOPMENT ASSOCIATION LTD,Item 1,Endorsed DGR
46221133098,Active,2009-10-01,NSW,2148,GLOBAL AID FOUNDATION,Item 2,Endorsed DGR - Private Ancillary Fund
90689711509,Active,2015-02-16,NSW,2148,GROWING POTENTIAL LIMITED,Item 1,Endorsed DGR
16099752628,Active,2002-07-02,NSW,2148,HOLY FAMILY SERVICES,Item 1,Endorsed DGR
25131659777,Active,2008-06-18,NSW,2148,IMPACT CARE SOLUTIONS LIMITED,Item 1,Endorsed DGR
44103681572,Active,2003-02-11,NSW,2148,INDEPENDENT LIVING CENTRE NSW,Item 1,Endorsed DGR
41625162199,Active,2005-07-01,NSW,2148,JUNAYA FAMILY DEVELOPMENT SERVICES INCORPORATED,Item 1,Endorsed DGR
70066591811,Active,2000-07-01,NSW,2148,MARIST YOUTH CARE LIMITED,Item 1,Endorsed DGR
84070722404,Active,2000-07-01,NSW,2148,SAMARITAN'S PURSE - AUSTRALIA LIMITED,Item 1,Endorsed DGR
77288359636,Active,2000-07-01,NSW,2148,SELF ADVOCACY SYDNEY,Item 1,Endorsed DGR
24003159224,Active,2000-07-01,NSW,2148,ST HEDWIG VILLAGE,Item 1,Endorsed DGR
70963234638,Active,2016-02-24,NSW,2148,SYDWEST MULTICULTURAL SERVICES,Item 1,Endorsed DGR
69113859340,Active,2005-04-20,NSW,2148,The Keune Foundation Ltd,Item 1,Endorsed DGR
89001655330,Active,2000-07-01,NSW,2148,THE REFORMED CHURCH OF BLACKTOWN RETIREMENT HOME LTD,Item 1,Endorsed DGR
91138737854,Active,2009-08-07,NSW,2148,THE SLEEP HEALTH FOUNDATION,Item 1,Endorsed DGR
48118290842,Active,2016-10-26,NSW,2148,The Trustee for Blacktown and Mount Druitt Hospitals Foundation Trust,Item 2,Endorsed DGR - Public Ancillary Fund
36523085982,Active,2014-04-14,NSW,2148,The Trustee for Kelly Family Foundation,Item 2,Endorsed DGR - Private Ancillary Fund
96020580066,Active,2000-07-01,NSW,2148,THE WESTERN SUBURBS HAVEN INCORPORATED,Item 1,Endorsed DGR
31894308480,Active,2000-07-01,NSW,2148,TNC INCORPORATED,Item 1,Endorsed DGR
29606982781,Active,2015-07-13,NSW,2148,YOUTH ENGAGEMENT AND EMPLOYMENT SUPPORT SYSTEM LIMITED,Item 1,Endorsed DGR
96169766563,Active,2014-05-27,NSW,2150,ADDRESS HOUSING LIMITED,Item 1,Endorsed DGR
16127713731,Active,2007-10-01,NSW,2150,Affordable Community Housing Limited,Item 1,Endorsed DGR
13072747187,Active,2010-06-03,NSW,2150,ALPHACRUCIS COLLEGE LIMITED,Item 1,Endorsed DGR
17472655038,Active,2000-07-01,NSW,2150,AMPUTEE ASSOCIATION OF NSW INCORPORATED,Item 1,Endorsed DGR
13295692722,Active,2000-07-01,NSW,2150,AMPUTEE ASSOCIATION OF SYDNEY INCORPORATED,Item 1,Endorsed DGR
17078582019,Active,2003-12-09,NSW,2150,AUSTRALIAN BUSINESS WEEK LIMITED,Item 1,Listed by name DGR
52006119964,Active,2000-07-01,NSW,2150,AUSTRALIAN ROTARY HEALTH,Item 1,Endorsed DGR
28080557642,Active,2000-07-01,NSW,2150,AUSTRALIAN THYROID FOUNDATION LIMITED,Item 1,Endorsed DGR
51602952223,Active,2016-07-01,NSW,2150,BASTION OF HOPE AUSTRALIA LIMITED,Item 1,Endorsed DGR
18097919607,Active,2005-07-01,NSW,2150,BREAKTHRU LTD,Item 1,Endorsed DGR
32618083391,Active,2017-03-21,NSW,2150,CATALYSR FOUNDATION LTD,Item 1,Endorsed DGR
25382697278,Active,2000-07-01,NSW,2150,CITIZEN ADVOCACY WESTERN SYDNEY INC,Item 1,Endorsed DGR
11244559772,Active,2000-07-01,NSW,2150,COMBINED PENSIONERS & SUPERANNUANTS ASSOCIATION OF NSW INCORPORATED,Item 1,Endorsed DGR
15061460133,Active,2000-07-01,NSW,2150,COMMUNITY CONNECTIONS AUSTRALIA,Item 1,Endorsed DGR
89786937360,Active,2012-11-19,NSW,2150,COMMUNITY MIGRANT RESOURCE CENTRE INCORPORATED,Item 1,Endorsed DGR
85240770606,Active,2000-07-01,NSW,2150,CUMBERLAND WOMENS HEALTH CENTRE,Item 1,Endorsed DGR
66084979900,Active,2002-01-01,NSW,2150,DEAF AUSTRALIA (NEW SOUTH WALES) INCORPORATED,Item 1,Endorsed DGR
38103181700,Active,2012-07-01,NSW,2150,ECCLESIA HOUSING LIMITED,Item 1,Endorsed DGR
91605684160,Active,2015-05-06,NSW,2150,EVOLVE JOURNEY LIMITED,Item 1,Endorsed DGR
36147421498,Active,2011-05-10,NSW,2150,GEORGE NAIM KHATTAR FOUNDATION,Item 2,Endorsed DGR - Public Ancillary Fund
95086046924,Active,2015-07-01,NSW,2150,GRAMEEN FOUNDATION (AUSTRALIA) LIMITED,Item 1,Endorsed DGR
36747459174,Active,2012-12-03,NSW,2150,Habitat for Humanity Australia Overseas Aid Fund,Item 1,Endorsed DGR
69610847811,Active,2016-02-19,NSW,2150,HEARTBEAT OF FOOTBALL FOUNDATION LIMITED,Item 1,Endorsed DGR
37645242384,Active,2017-07-05,NSW,2150,Holy Spirit Seminary Building Fund,Item 1,Endorsed DGR
77709011655,Active,2000-07-01,NSW,2150,HOMICIDE VICTIMS SUPPORT GROUP (AUSTRALIA) INC,Item 1,Endorsed DGR
53616244332,Active,2017-06-22,NSW,2150,HOST INTERNATIONAL LTD.,Item 1,Endorsed DGR
50804045194,Active,2008-07-01,NSW,2150,INDUSTRIAL HEALTH & RESEARCH FOUND LTD,Item 1,Endorsed DGR
60550215253,Active,2000-07-01,NSW,2150,INFORMATION & CULTURAL EXCHANGE INC,Item 1,Endorsed DGR
55793408740,Active,2004-10-29,NSW,2150,Making a Difference for Christmas,Item 1,Endorsed DGR
95168082040,Active,2014-02-20,NSW,2150,MANNAH FOUNDATION LIMITED,Item 1,Endorsed DGR
18618822432,Active,2017-05-01,NSW,2150,MARONITECARE AUSTRALIA LIMITED,Item 1,Endorsed DGR
82726507500,Active,2002-01-01,NSW,2150,NEW SOUTH WALES ABORIGINAL LAND COUNCIL,Item 1,Endorsed DGR
94630140881,Active,2000-07-01,NSW,2150,NEW SOUTH WALES LANCERS MEMORIAL MUSEUM INCORP,Items 1 & 4,Endorsed DGR
45601575633,Active,2014-09-01,NSW,2150,NORTHCOTT INNOVATION LIMITED,Item 1,Endorsed DGR
60538996256,Active,2004-01-01,NSW,2150,OUTBACK ROTARY EDUCATION SCHOLARSHIPS (OUTREDS FUND),Item 1,Endorsed DGR
23798447914,Active,2000-07-01,NSW,2150,PARRAMATTA RSL COMMUNITY DAYCARE CLUB,Item 1,Endorsed DGR
23634613226,Active,2007-09-25,NSW,2150,PARRAMATTA STREET YOUTH PROJECT INCORPORATED,Item 1,Endorsed DGR
96391262921,Active,2011-07-01,NSW,2150,Persian Library Incorporated,Items 1 & 4,Endorsed DGR
90039932667,Active,2000-07-01,NSW,2150,POLIO NSW INC,Item 1,Endorsed DGR
54563288318,Active,2012-08-13,NSW,2150,Rotary Australia Benevolent Society,Item 1,Endorsed DGR
66084470539,Active,2000-07-01,NSW,2150,ROYAL AUSTRALIAN ARTILLERY HISTORICAL COMPANY,Items 1 & 4,Endorsed DGR
21143129220,Active,2015-06-30,NSW,2150,SHELTERBOX AUSTRALIA,Item 1,Endorsed DGR
98003427272,Active,2000-07-01,NSW,2150,SPINECARE FOUNDATION,Item 1,Endorsed DGR
41100512310,Active,2002-05-10,NSW,2150,ST.MICHAEL'S FAMILY CENTRE LIMITED,Item 1,Endorsed DGR
19161762910,Active,2012-12-21,NSW,2150,SURVIVORS & MATES SUPPORT NETWORK LIMITED,Item 1,Endorsed DGR
76497897231,Active,2006-07-01,NSW,2150,SYDNEY REGION ABORIGINAL CORPORATION,Item 1,Endorsed DGR
55218421934,Active,2000-07-01,NSW,2150,THE AUSTRALIAN ROTARY FOUNDATION TRUST,Item 1,Endorsed DGR
21952195236,Active,2000-07-01,NSW,2150,THE DEAF SOCIETY,Item 1,Endorsed DGR
87302064152,Active,2000-07-01,NSW,2150,THE NORTHCOTT SOCIETY,Item 1,Endorsed DGR
21306247662,Active,2000-07-01,NSW,2150,THE THOMAS HEPBURN LENNOX SCHOLARSHIP TRUST,Item 1,Endorsed DGR
39539600136,Active,2007-02-16,NSW,2150,The Trustee for BISHOP MANNING SCHOLARSHIP FUND,Item 1,Endorsed DGR
78866833793,Active,2012-05-21,NSW,2150,The Trustee for FOUNDATION 5 DOLLARS CHARITABLE TRUST,Item 2,Endorsed DGR - Public Ancillary Fund
28135434596,Active,2000-07-01,NSW,2150,The Trustee for LAURA SAUNDERSON EXTENDED CARE NURSING FUND,Item 1,Endorsed DGR
